Provider;Country;Duration;Workload;Examination;Certificate;Languaage;Date;Subject;Tags;Subtitles;Course.name;NA
Coursera;Switzerland;7 Weeks;3-6 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Mar 17th 2014;The most important prerequisite is familiarity with linear algebra. It will be useful to have some programming proficiency in a higher level programming language such as Java or Python.;Computer Science: TheoryMathematics;ProgrammingJavaPythonMathAlgebra;Linear and Discrete Optimization (Coursera);École Polytechnique Fédérale de Lausanne
Udacity;USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;No Certificate;English;Self Paced Course - Start anytime;An introductory course like Udacity's Introduction to Artificial Learning provides a helpful background for this course. Some experience in programming, and basic familiarity with statistics and probability theory is recommended. ;Computer Science: Artificial Intelligence, Robotics, VisionStatistics & Data Analysis;Machine LearningNeural NetworksLearningBayesian Learning;Machine Learning 1- Supervised Learning (Udacity);Georgia Institute of Technology
MOOC-Ed;USA;6 Weeks;2-3 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Mar 17th 2014;Interested educators from all types of schools are invited to participate in the MOOC-Ed, as are other professionals. It is open to anyone who is involved in K-12 education in any way, as well as those seeking to be more involved in K-12 education.;Education;EducationTeacher EducationTeacher Development;World Class Teaching (MOOC-Ed);Institute for Emerging Issues
openSAP;Germany;4 Weeks;Self study;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Self Paced;This course is aimed at anyone interested in learning about SAP HANA. You don’t need to have any technical knowledge to understand the concept of SAP HANA in this overview as explained easily and informally by Vishal.;Computer Science: Programming & Software EngineeringInformation, Technology, and Design;SAP HANAPlatform InnovationApplications;An Introduction to SAP HANA (openSAP);SAP
Younico;Russia;5 Weeks;3-4 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);Russian;Mar 14th 2014;Art, Architecture, and DesignInformation, Technology, and Design;GraphicsDesignComputerTechnology;Основы векторной графики и 2d проектирования (Basics of Vector Graphics and 2D Design) (Younico);Основы векторной графики и 2d проектирования (Basics of Vector Graphics and 2D Design) (Younico);Fab Lab Polytech
Younico;Russia;5 Weeks;2-4 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);Russian;Mar 14th 2014;Курс рассчитан на широкий круг слушателей. Никакой специальной подготовки не требуется.;Business & ManagementPersonal & Professional DevelopmentSocial Sciences;ManagementPsychologyBusinessHealth;Основы тайм-менеджмента (Introduction to Time-Management) (Younico);GRC-Global Relationship Centers
Coursera;USA;6 Weeks;5-7 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Mar 14th 2014;Previous exposure to calculus is expected;;;;
Coursera;Russia;7 Weeks;5-6 hours/week;No Exam and/or Final Project information;No certificate information;Russian;Mar 14th 2014;Знания основ программирования на языке C. Доступ к ПК, который можно не выключать в течении ~5 дней. Крайне рекомендуется наличие графической карты компании NVidia;Biology & Life SciencesChemistryPhysics;BiologyChemistryPhysicsBiomolecular ModelingGPUBiomoleculesSoftware;Моделирование биологических молекул на GPU (Biomolecular modeling on GPU) (Coursera);Moscow Institute of Physics and Technology
Neodemia;France;8 Weeks;2-3 hours/week;No Exam or Final Project;Yes, Statement of Accomplishment (Free);French;Mar 14th 2014;HumanitiesLanguages & Literature;NovelWriting;Ecrire une oeuvre de fiction (Neodemia);Ecrire une oeuvre de fiction (Neodemia);Neodemia
Coursera;China;7 Weeks;3-4 hours/week;No Exam and/or Final Project information;No certificate information;English;Mar 14th 2014;High school level science is assumed.;Biology & Life SciencesFood and Nutrition;GastronomyCookingScienceSensesBiologyChemistryPhysics;The Science of Gastronomy (Coursera);The Hong Kong University of Science and Technology
Coursera;USA;8 Weeks;4-6 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English;Mar 13th 2014;Music, Film & Audio;MusicRock N Roll;Music's Big Bang: How American Roots Music Gave Birth to Rock 'n' Roll (Coursera);Music's Big Bang: How American Roots Music Gave Birth to Rock 'n' Roll (Coursera);University of Florida
Coursera;USA;5 Weeks;1-3 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Mar 13th 2014;It is not necessary to have studied an instrument to take this course, or to have any knowledge of music theory.The course is designed for students of all backgrounds with a desire to learn more about Beethoven and his world.;HumanitiesMusic, Film & Audio;BeethovenPianoSonataMusic;Exploring Beethoven's Piano Sonatas (Coursera);Curtis Institute of Music
Marist College's FOLD;USA;12 Weeks;3 hours/week;Yes, Free Exam and/or Final Project;No Certificate;English;Mar 12th 2014;This is designed for beginners who have and interest in fashion.;Art, Architecture, and Design;FashionStreet Trends;Future of Fashion (Marist College);Marist College
Coursera;USA;8 Weeks;7-11 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Portuguese;Russian;Mar 11th 2014;Curiosity about human nature.;A Beginner's Guide to Irrational Behavior (Coursera);Duke University
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Arabic;English;Italian;Self Paced Course - Start anytime;Engineering;Electronic Systems and Digital Electronics (UNINETTUNO);International Telematic University UNINETTUNO
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Arabic;English;Italian;Self Paced Course - Start anytime;Engineering;Electronic Measurements B (UNINETTUNO);International Telematic University UNINETTUNO
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Italian;Self Paced Course - Start anytime;Business & Management;EvaluationBusinessCost ProductionValuation;Valuation and Theory of Evaluations (UNINETTUNO);Valuation and Theory of Evaluations (UNINETTUNO);International Telematic University UNINETTUNO
Canvas Network;USA;7 Weeks;No information;No Exam or Final Project;No Certificate;English;Mar 10th 2014;Mathematics;ArithmeticMath;Basic Arithmetic (Canvas.net) ;Basic Arithmetic (Canvas.net) ;Scottsdale Community College
Canvas Network;USA;Self Paced;Self study;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Self Paced Course - Start anytime;Intended for educators or professionals.;EducationLanguages & Literature;WritingTechnical Writing;Fundamentals of Structured Writing for Technical Documentation (Canvas.net);JER Online
Coursera;Italy;8 Weeks;3-4 hours/week;No Exam and/or Final Project information;No certificate information;Italian;Mar 10th 2014;Le conoscenze standard possedute da uno studente alla conclusione delle scuole superiori.;HumanitiesPhysics;PhysicsQuantum MechanicsRelativity;La visione del mondo della Relatività e della Meccanica Quantistica (Coursera);Sapienza University of Rome
Canvas Network;USA;6 Weeks;No information;No Exam and/or Final Project information;No certificate information;English;Mar 10th 2014;EducationSocial SciencesTeacher Professional Development;SocialComic BooksEducationTeaching;Social Issues Through Comic Books (Canvas.net);Social Issues Through Comic Books (Canvas.net);Canvas Network
Coursera;USA;7 Weeks;5-7 hours/week;No Exam and/or Final Project information;No certificate information;English;Mar 10th 2014;To be successful in the course you will need to have mastered basic engineering mechanics concepts and to have successfully completed my courses en titled an “Introduction to Engineering Mechanics” and “Applications in Engineering Mechanics.” ;Engineering;EngineeringMotionDynamic2D Motion;Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion (Coursera);Georgia Institute of Technology
Miríada X;Spain;7 Weeks;Self study;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);Spanish;Mar 10th 2014;HumanitiesInformation, Technology, and Design;TourismContemporary Tourism;Cambios en el turismo contemporáneo (Miríada X);Cambios en el turismo contemporáneo (Miríada X);Universitat de Girona
CourseSites;Australia;6 Weeks;4 hours/week;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Mar 10th 2014;To participate effectively in this course, students should be proficient in English, have reliable access to the internet and use the Firefox web browser to access Coursesites. ;Education;EducationE-learningOnline LearningLearning DesignHigher Education;Carpe Diem (Swinburne);Swinburne University of Technology
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Arabic;English;French;Italian;Self Paced Course - Start anytime;Discrete Mathematics A (UNINETTUNO);International Telematic University UNINETTUNO
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Arabic;English;French;Self Paced Course - Start anytime;Mathematics;Discrete Mathematics B (UNINETTUNO);International Telematic University UNINETTUNO
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Italian;Self Paced Course - Start anytime;Art, Architecture, and Design;Industrial DesignDesignDescriptive GeometryTechnical Drawing;Industrial Design (UNINETTUNO);Industrial Design (UNINETTUNO);International Telematic University UNINETTUNO
UNINETTUNO OpenupEd;Italy;Self Paced;Self study;No Exam or Final Project;No Certificate;Arabic;English;Italian;Self Paced Course - Start anytime;Engineering;Electronic Measurements A (UNINETTUNO);International Telematic University UNINETTUNO
Miríada X;Spain;4 Weeks;1-2 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;Spanish;Mar 6th 2014;No es precisa formación previa especializada. Está adaptado a un público amplio con interés en la materia.;Economics & Finance;FinanceFinancial Investment;La inversión financiera y su fiscalidad (Miríada X);Universidad San Pablo
edX;USA;14 Weeks;12 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Mar 5th 2014;Basic mechanics, vector calculus, basic differential equations;;;;
World Mentoring Academy (WMA);USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;Yes, Verified Certificate (Paid);English;Self Paced ;Computer Science: Systems, Security, Networking;CompTIANetworkSecurity;Network Security + (WMA);Network Security + (WMA);World Mentoring Academy (WMA)
World Mentoring Academy (WMA);USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;No Certificate;English;Self Paced ;Languages & Literature;LanguageRomanian;Romanian (WMA);Romanian (WMA);World Mentoring Academy (WMA)
World Mentoring Academy (WMA);USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;No Certificate;English;Self Paced ;Languages & Literature;ItalianLanguageRomeItalyLearning;Italian (WMA);Italian (WMA);World Mentoring Academy (WMA)
World Mentoring Academy (WMA);USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;No Certificate;English;Self Paced ;Law;JusticeEthicsLawBusiness;Justice: What's The Right Thing To Do? (WMA);Justice: What's The Right Thing To Do? (WMA);World Mentoring Academy (WMA)
